customer_id,first_name,last_name,email,region,signup_date,customer_segment
C00140,Ethan,Clark,customer00140@example.com,Central,2025-03-23,Consumer
C00141,Leo,Smith,customer00141@example.com,Central,2025-01-24,Small Business
C00142,Ava,Smith,customer00142@example.com,South,2022-10-21,Consumer
C00143,Leo,Hall,customer00143@example.com,East,2022-07-28,Consumer
C00144,Olivia,Roberts,customer00144@example.com,South,2025-09-28,Small Business
C00145,Sophia,Young,customer00145@example.com,South,2025-01-16,Consumer
C00146,Leo,Johnson,customer00146@example.com,North,2024-03-28,Consumer
C00147,Amelia,Smith,customer00147@example.com,West,2023-01-25,Small Business
C00148,Lucas,Hall,customer00148@example.com,East,2022-11-21,Consumer
C00149,James,Clark,customer00149@example.com,North,2024-07-28,Small Business
C00150,Isla,Davies,customer00150@example.com,South,2024-06-07,Small Business
C00151,Ava,Brown,customer00151@example.com,Central,2025-03-26,Consumer
C00152,Emily,Brown,customer00152@example.com,South,2023-10-30,Consumer
C00153,Leo,Hall,customer00153@example.com,North,2023-09-25,Consumer
C00154,Liam,Wilson,customer00154@example.com,East,2023-07-31,Consumer
C00155,Amelia,Thomas,customer00155@example.com,Central,2022-05-17,Consumer
C00156,Daniel,Evans,customer00156@example.com,South,2023-03-04,Consumer
C00157,Ella,King,customer00157@example.com,West,2023-09-04,Consumer
C00158,Liam,Hall,customer00158@example.com,West,2024-06-29,Consumer
C00159,Olivia,Roberts,customer00159@example.com,South,2024-03-29,Consumer
C00160,Isla,Kelly,customer00160@example.com,West,2022-05-21,Consumer
C00161,Sophia,Roberts,customer00161@example.com,South,2025-01-11,Consumer
C00162,Mia,Martin,customer00162@example.com,West,2022-06-26,Small Business
C00163,Emma,Taylor,customer00163@example.com,West,2022-07-17,Consumer
C00164,Mia,Kelly,customer00164@example.com,East,2023-09-16,Consumer
C00165,Oscar,Martin,customer00165@example.com,North,2023-11-22,Enterprise
C00166,Noah,Lewis,customer00166@example.com,Central,2023-02-05,Consumer
C00167,Noah,Allen,customer00167@example.com,South,2023-04-16,Consumer
C00168,Ella,Thomas,customer00168@example.com,North,2022-08-06,Consumer
C00169,Noah,Thomas,customer00169@example.com,North,2024-07-17,Consumer
C00170,Emily,Johnson,customer00170@example.com,West,2023-09-24,Consumer
C00171,James,Taylor,customer00171@example.com,West,2024-08-08,Consumer
C00172,James,Jones,customer00172@example.com,North,2024-06-24,Consumer
C00173,Ella,Taylor,customer00173@example.com,East,2022-06-24,Small Business
C00174,Emily,Martin,customer00174@example.com,South,2022-01-23,Consumer
C00175,Ava,Martin,customer00175@example.com,West,2022-08-23,Consumer
C00176,Ethan,Martin,customer00176@example.com,North,2024-11-02,Small Business
C00177,Leo,Young,customer00177@example.com,West,2025-01-29,Consumer
C00178,Amelia,Walker,customer00178@example.com,South,2024-07-17,Small Business
C00179,Grace,Jones,customer00179@example.com,Central,2023-06-07,Consumer
C00180,Lucas,Smith,customer00180@example.com,North,2023-03-07,Small Business
C00181,Emily,Davies,customer00181@example.com,South,2024-03-03,Consumer
C00182,Lucas,Taylor,customer00182@example.com,North,2023-06-17,Small Business
C00183,Sophia,Walker,customer00183@example.com,Central,2024-09-05,Small Business
C00184,Henry,Clark,customer00184@example.com,Central,2025-08-09,Consumer
C00185,Isla,Murphy,customer00185@example.com,South,2024-03-20,Consumer
C00186,Jack,Allen,customer00186@example.com,West,2024-07-01,Consumer
C00187,Leo,Brown,customer00187@example.com,Central,2025-01-29,Consumer
C00188,Jack,Hall,customer00188@example.com,East,2025-08-20,Consumer
C00189,Olivia,Jones,customer00189@example.com,East,2024-05-20,Consumer
C00190,Mia,Thomas,customer00190@example.com,South,2023-06-24,Consumer
C00191,Mia,Evans,customer00191@example.com,North,2024-10-20,Consumer
C00192,Noah,Allen,customer00192@example.com,Central,2025-10-10,Consumer
C00193,Daniel,Walker,customer00193@example.com,Central,2025-08-19,Consumer
C00194,Liam,Roberts,customer00194@example.com,West,2022-08-15,Consumer
C00195,Oscar,Jones,customer00195@example.com,South,2025-06-13,Consumer
C00196,Emily,Taylor,customer00196@example.com,South,2024-05-22,Consumer
C00197,Mia,Roberts,customer00197@example.com,West,2024-06-10,Consumer
C00198,Oscar,Young,customer00198@example.com,Central,2024-11-02,Consumer
C00199,Mia,Allen,customer00199@example.com,Central,2022-07-29,Consumer
C00200,Liam,Jones,customer00200@example.com,West,2024-01-11,Consumer
C00201,Noah,Davies,customer00201@example.com,West,2023-02-01,Small Business
C00202,Emma,Murphy,customer00202@example.com,North,2025-01-28,Consumer
C00203,Mia,Smith,customer00203@example.com,North,2022-01-31,Consumer
C00204,Noah,Evans,customer00204@example.com,Central,2024-06-16,Small Business
C00205,Emma,Allen,customer00205@example.com,West,2023-10-11,Small Business
C00206,Daniel,Wilson,customer00206@example.com,North,2022-11-25,Enterprise
C00207,Noah,Martin,customer00207@example.com,North,2025-04-04,Consumer
C00208,Leo,Taylor,customer00208@example.com,West,2024-08-09,Consumer
C00209,Mia,Johnson,customer00209@example.com,North,2025-01-28,Small Business
C00210,Ethan,Davies,customer00210@example.com,North,2023-09-13,Consumer
C00211,Ella,Allen,customer00211@example.com,East,2025-04-11,Consumer
C00212,Lucas,Thomas,customer00212@example.com,West,2022-06-11,Small Business
C00213,Emily,Allen,customer00213@example.com,West,2024-02-15,Small Business
C00214,James,Martin,customer00214@example.com,South,2025-07-10,Enterprise
C00215,Oscar,Young,customer00215@example.com,West,2022-10-01,Enterprise
C00216,Oscar,Murphy,customer00216@example.com,South,2024-10-23,Small Business
C00217,Ella,Martin,customer00217@example.com,South,2024-11-17,Consumer
C00218,Mia,Wilson,customer00218@example.com,West,2022-11-22,Small Business
C00219,Ella,Taylor,customer00219@example.com,West,2024-07-28,Consumer
C00220,Grace,Hall,customer00220@example.com,Central,2025-03-18,Consumer
C00221,Lucas,Kelly,customer00221@example.com,West,2023-06-24,Small Business
C00222,Olivia,Jones,customer00222@example.com,East,2023-05-03,Consumer
C00223,Olivia,Brown,customer00223@example.com,North,2024-04-01,Consumer
C00224,Grace,Clark,customer00224@example.com,South,2024-12-24,Consumer
C00225,Isla,Thomas,customer00225@example.com,South,2022-12-22,Small Business
C00226,Grace,Taylor,customer00226@example.com,South,2025-06-29,Consumer
C00227,Grace,Murphy,customer00227@example.com,Central,2022-08-23,Small Business
C00228,Jack,King,customer00228@example.com,East,2022-08-15,Consumer
C00229,Emma,King,customer00229@example.com,Central,2025-08-29,Small Business
C00230,Olivia,King,customer00230@example.com,West,2022-02-18,Small Business
C00231,Emma,Martin,customer00231@example.com,West,2022-04-28,Consumer
C00232,Henry,Murphy,customer00232@example.com,East,2022-02-23,Consumer
C00233,Daniel,Smith,customer00233@example.com,East,2023-07-19,Consumer
C00234,Olivia,Roberts,customer00234@example.com,East,2024-12-03,Enterprise
C00235,Mia,Lewis,customer00235@example.com,North,2022-02-22,Consumer
C00236,Lucas,Walker,customer00236@example.com,West,2023-07-12,Enterprise
C00237,Lucas,Thomas,customer00237@example.com,South,2025-01-30,Consumer
C00238,Emily,Kelly,customer00238@example.com,North,2024-05-17,Small Business
C00239,Jack,Young,customer00239@example.com,West,2023-02-02,Small Business
C00240,James,Martin,customer00240@example.com,North,2025-03-07,Small Business
C00241,Grace,Clark,customer00241@example.com,Central,2023-11-06,Enterprise
C00242,Ava,Davies,customer00242@example.com,Central,2023-01-22,Consumer
C00243,Ethan,Allen,customer00243@example.com,Central,2022-04-21,Consumer
C00244,Jack,Martin,customer00244@example.com,South,2023-09-06,Small Business
C00245,Mia,Taylor,customer00245@example.com,North,2022-01-17,Small Business
C00246,Noah,King,customer00246@example.com,Central,2025-04-20,Consumer
C00247,Jack,Johnson,customer00247@example.com,East,2024-06-02,Consumer
C00248,Emily,Thomas,customer00248@example.com,Central,2023-06-25,Consumer
C00249,Olivia,Taylor,customer00249@example.com,Central,2022-06-20,Consumer
C00250,Emma,Taylor,customer00250@example.com,Central,2023-02-13,Consumer
C00251,Emily,Roberts,customer00251@example.com,South,2024-01-10,Consumer
C00252,Liam,Wilson,customer00252@example.com,South,2025-04-26,Small Business
C00253,Noah,Martin,customer00253@example.com,Central,2024-05-07,Consumer
C00254,Mia,Wilson,customer00254@example.com,South,2022-08-18,Consumer
C00255,Ava,Martin,customer00255@example.com,North,2022-04-29,Consumer
C00256,Grace,Murphy,customer00256@example.com,East,2025-03-25,Consumer
C00257,Ella,Kelly,customer00257@example.com,Central,2024-02-23,Small Business
C00258,Ella,Brown,customer00258@example.com,West,2023-04-10,Small Business
C00259,Lucas,Taylor,customer00259@example.com,East,2022-04-14,Consumer
C00260,Henry,Smith,customer00260@example.com,North,2023-11-29,Small Business
C00261,Emma,Johnson,customer00261@example.com,West,2022-06-24,Small Business
C00262,Ava,Lewis,customer00262@example.com,Central,2024-01-15,Small Business
C00263,Henry,Kelly,customer00263@example.com,North,2025-03-03,Consumer
C00264,Liam,Roberts,customer00264@example.com,East,2023-10-27,Enterprise
C00265,Henry,Brown,customer00265@example.com,Central,2022-02-02,Consumer
C00266,Ethan,Wilson,customer00266@example.com,West,2022-02-24,Consumer
C00267,Jack,Taylor,customer00267@example.com,West,2023-06-03,Consumer
C00268,Sophia,Davies,customer00268@example.com,West,2024-01-26,Consumer
C00269,Grace,Clark,customer00269@example.com,South,2022-01-12,Consumer
C00270,Emily,Lewis,customer00270@example.com,South,2023-12-21,Consumer
C00271,Ella,Young,customer00271@example.com,Central,2023-07-09,Consumer
C00272,James,Young,customer00272@example.com,Central,2023-01-08,Small Business
C00273,Lucas,Hall,customer00273@example.com,Central,2023-04-29,Small Business
C00274,Sophia,Clark,customer00274@example.com,Central,2024-08-30,Consumer
C00275,Lucas,Brown,customer00275@example.com,East,2025-06-05,Small Business
C00276,Emma,Smith,customer00276@example.com,East,2023-09-15,Small Business
C00277,Oscar,Taylor,customer00277@example.com,West,2022-11-03,Small Business
C00278,Emily,Kelly,customer00278@example.com,West,2023-04-02,Consumer
C00279,Emma,Young,customer00279@example.com,West,2022-06-09,Small Business
C00280,Daniel,Taylor,customer00280@example.com,West,2022-11-27,Enterprise
C00281,Emma,King,customer00281@example.com,Central,2024-02-15,Small Business
C00282,Emma,King,customer00282@example.com,South,2022-08-13,Consumer
C00283,Oscar,Murphy,customer00283@example.com,South,2024-09-09,Consumer
C00284,Ella,Martin,customer00284@example.com,North,2023-12-30,Consumer
C00285,Leo,Smith,customer00285@example.com,East,2024-12-04,Consumer
C00286,Leo,Johnson,customer00286@example.com,North,2025-05-22,Consumer
C00287,Ava,Clark,customer00287@example.com,East,2024-12-18,Consumer
C00288,Emma,Martin,customer00288@example.com,East,2023-10-06,Small Business
C00289,Leo,Taylor,customer00289@example.com,South,2023-09-08,Small Business
C00290,Noah,Young,customer00290@example.com,West,2022-07-14,Consumer
C00291,Ava,Thomas,customer00291@example.com,North,2023-05-04,Enterprise
C00292,Noah,Allen,customer00292@example.com,North,2022-06-06,Consumer
C00293,Amelia,Hall,customer00293@example.com,Central,2023-09-02,Small Business
C00294,Noah,Davies,customer00294@example.com,South,2025-06-03,Small Business
C00295,Mia,Martin,customer00295@example.com,North,2023-02-16,Small Business
C00296,Henry,Davies,customer00296@example.com,East,2025-05-13,Enterprise
C00297,Olivia,Wilson,customer00297@example.com,West,2025-01-07,Consumer
C00298,Oscar,Roberts,customer00298@example.com,South,2025-02-21,Small Business
C00299,Mia,Johnson,customer00299@example.com,West,2023-04-16,Consumer
C00300,Oscar,Roberts,customer00300@example.com,North,2025-05-26,Small Business
C00301,Amelia,Walker,customer00301@example.com,North,2023-05-31,Small Business
C00302,Emma,Wilson,customer00302@example.com,East,2025-02-01,Small Business
C00303,Amelia,Taylor,customer00303@example.com,East,2023-01-28,Consumer
C00304,Noah,Davies,customer00304@example.com,West,2023-09-23,Small Business
C00305,Grace,Clark,customer00305@example.com,West,2023-08-31,Consumer
C00306,Oscar,Roberts,customer00306@example.com,Central,2024-09-06,Consumer
C00307,Oscar,Clark,customer00307@example.com,East,2023-03-10,Small Business
C00308,Leo,Johnson,customer00308@example.com,South,2025-09-16,Consumer
C00309,Daniel,Walker,customer00309@example.com,West,2025-03-12,Small Business
C00310,Ethan,Taylor,customer00310@example.com,South,2023-06-24,Consumer
C00311,Lucas,Kelly,customer00311@example.com,East,2022-10-05,Consumer
C00312,Daniel,Roberts,customer00312@example.com,North,2022-08-21,Small Business
C00313,Mia,Thomas,customer00313@example.com,North,2025-01-18,Consumer
C00314,Ethan,Walker,customer00314@example.com,Central,2025-05-07,Consumer
C00315,Henry,King,customer00315@example.com,Central,2022-12-28,Small Business
C00316,James,King,customer00316@example.com,West,2022-01-26,Consumer
C00317,Sophia,Evans,customer00317@example.com,East,2024-11-14,Consumer
C00318,Jack,Lewis,customer00318@example.com,North,2023-05-22,Consumer
C00319,Daniel,Brown,customer00319@example.com,North,2025-08-17,Small Business
C00320,Noah,Wilson,customer00320@example.com,South,2025-09-24,Small Business
C00321,Liam,Johnson,customer00321@example.com,East,2022-09-24,Small Business
C00322,Jack,Smith,customer00322@example.com,West,2023-04-06,Consumer
C00323,Amelia,Martin,customer00323@example.com,West,2023-04-01,Small Business
C00324,Oscar,Murphy,customer00324@example.com,South,2025-10-15,Small Business
C00325,Olivia,King,customer00325@example.com,Central,2024-12-27,Small Business
C00326,Noah,Martin,customer00326@example.com,West,2024-10-03,Consumer
C00327,Emily,Murphy,customer00327@example.com,East,2024-05-12,Small Business
C00328,Lucas,Lewis,customer00328@example.com,West,2023-05-06,Small Business
C00329,Leo,Murphy,customer00329@example.com,East,2024-12-08,Consumer
C00330,Ethan,Clark,customer00330@example.com,South,2023-07-18,Consumer
C00331,James,King,customer00331@example.com,South,2025-01-30,Small Business
C00332,Isla,Wilson,customer00332@example.com,West,2022-08-04,Consumer
C00333,Noah,Johnson,customer00333@example.com,North,2023-07-13,Enterprise
C00334,Mia,Murphy,customer00334@example.com,North,2022-06-08,Small Business
C00335,Isla,King,customer00335@example.com,North,2023-05-04,Consumer
C00336,Sophia,Evans,customer00336@example.com,North,2023-11-17,Consumer
C00337,Ava,Walker,customer00337@example.com,Central,2025-06-19,Consumer
C00338,Jack,Murphy,customer00338@example.com,West,2024-03-04,Enterprise
C00339,Emily,Davies,customer00339@example.com,East,2022-01-05,Consumer
C00340,Sophia,Martin,customer00340@example.com,North,2022-12-27,Small Business
C00341,Amelia,Murphy,customer00341@example.com,East,2023-04-04,Consumer
C00342,Leo,Johnson,customer00342@example.com,East,2022-09-05,Consumer
C00343,Liam,Walker,customer00343@example.com,North,2024-08-03,Consumer
C00344,Emily,Allen,customer00344@example.com,East,2023-02-26,Consumer
C00345,Sophia,Thomas,customer00345@example.com,East,2022-01-15,Enterprise
C00346,Olivia,Murphy,customer00346@example.com,West,2024-01-06,Consumer
C00347,James,Martin,customer00347@example.com,West,2025-02-19,Consumer
C00348,Ethan,Roberts,customer00348@example.com,North,2022-10-04,Consumer
C00349,Olivia,Martin,customer00349@example.com,South,2023-03-29,Consumer
C00350,Olivia,Kelly,customer00350@example.com,West,2025-08-10,Consumer
C00351,Emily,Brown,customer00351@example.com,East,2023-08-21,Small Business
C00352,James,Allen,customer00352@example.com,Central,2023-03-22,Consumer
C00353,Ethan,Evans,customer00353@example.com,West,2022-07-29,Consumer
C00354,Sophia,Allen,customer00354@example.com,North,2023-12-15,Consumer
C00355,Amelia,Young,customer00355@example.com,North,2022-10-29,Enterprise
C00356,Lucas,Davies,customer00356@example.com,West,2025-05-31,Consumer
C00357,Daniel,Young,customer00357@example.com,North,2022-01-03,Consumer
C00358,Lucas,Smith,customer00358@example.com,East,2024-09-16,Small Business
C00359,Ethan,Lewis,customer00359@example.com,Central,2025-01-21,Consumer
C00360,Leo,Evans,customer00360@example.com,East,2023-06-04,Consumer
C00361,Ella,Lewis,customer00361@example.com,South,2023-05-08,Consumer
C00362,Ethan,Johnson,customer00362@example.com,West,2025-06-12,Small Business
C00363,Emma,Taylor,customer00363@example.com,East,2023-09-12,Consumer
C00364,Noah,Clark,customer00364@example.com,East,2025-03-30,Small Business
C00365,Grace,Walker,customer00365@example.com,Central,2022-11-27,Consumer
C00366,Ethan,Wilson,customer00366@example.com,South,2022-11-29,Consumer
C00367,Emma,Johnson,customer00367@example.com,Central,2022-02-19,Consumer
C00368,Liam,Thomas,customer00368@example.com,Central,2024-05-12,Consumer
C00369,Daniel,Roberts,customer00369@example.com,North,2022-09-29,Small Business
C00370,James,Wilson,customer00370@example.com,North,2023-08-03,Consumer
C00371,Ethan,Clark,customer00371@example.com,North,2025-06-29,Consumer
C00372,Ava,Martin,customer00372@example.com,North,2023-07-14,Consumer
C00373,Jack,Taylor,customer00373@example.com,North,2023-11-27,Enterprise
C00374,Emily,Lewis,customer00374@example.com,West,2025-01-18,Consumer
C00375,Grace,King,customer00375@example.com,North,2023-03-22,Enterprise
C00376,Emily,Walker,customer00376@example.com,South,2024-10-13,Consumer
C00377,Liam,Allen,customer00377@example.com,Central,2025-09-17,Consumer
C00378,Olivia,Martin,customer00378@example.com,North,2025-03-08,Consumer
C00379,Noah,Young,customer00379@example.com,Central,2022-12-23,Consumer
C00380,James,Hall,customer00380@example.com,South,2022-10-01,Consumer
C00381,Emily,Clark,customer00381@example.com,North,2024-11-08,Consumer
C00382,Emma,Young,customer00382@example.com,West,2022-11-07,Small Business
C00383,Isla,Jones,customer00383@example.com,West,2024-05-19,Small Business
C00384,Oscar,Kelly,customer00384@example.com,Central,2024-06-04,Small Business
C00385,Emily,Young,customer00385@example.com,West,2022-06-03,Consumer
C00386,James,King,customer00386@example.com,Central,2025-07-07,Consumer
C00387,Grace,Taylor,customer00387@example.com,South,2023-09-12,Consumer
C00388,James,Brown,customer00388@example.com,North,2024-06-01,Small Business
C00389,Emma,Thomas,customer00389@example.com,West,2024-03-07,Enterprise
